ImageFile,targ_side,correctAnswer,exp,trial,colour,distNo,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_7.started,text_7.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_8.started,text_8.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,text_9.started,text_9.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix2experiment.started,fix2experiment.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,37.9,34.9,18.78133838500071,None,18.78133838500071,None,18.78133838500071,None,58.36334924000039,None,space,2.0338937870001246,58.36334924000039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.41573940200033,None,space,4.125642117000098,60.41573940200033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56584414399913,None,space,2.7436831230006646,64.56584414399913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.33245761999933,None,space,1.9850455240011797,67.33245761999933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.34911034899778,None,space,62.42860048800139,70.31594043400037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.76746018999984,None,space,6.809362784002587,132.76746018999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.60110342500047,None,space,1.921335260001797,140.56765525000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
Practice arrays/exp1a_trial_7_colour2_distractors9_r.png,r,j,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.60110342500047,None,139.60110342500047,None,142.53443605199936,None,space,6.714866970000003,142.53443605199936,None,149.3349231680004,None,j,1,0.9704095189990767,149.3349231680004,None,150.33264325100026,None,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
Practice arrays/exp1a_trial_17_colour1_distractors9_l.png,l,f,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.33473760099878,None,space,1.3067107030001353,151.33473760099878,None,152.71820944799765,None,f,1,0.6672565850021783,152.71820944799765,None,153.4161040149993,None,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
Practice arrays/exp1a_trial_16_colour1_distractors4_l.png,l,f,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.41812069300067,None,space,1.0473546510002052,154.41812069300067,None,155.53495158299847,None,f,1,0.5386534290009877,155.53495158299847,None,156.09944220599937,None,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2021_Oct_06_1234,searchDisc4,2021.2.3,60.02422649728014,
