ImageFile,targ_side,correctAnswer,exp,trial,colour,distNo,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_7.started,text_7.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,text_8.started,text_8.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,text_9.started,text_9.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,text_2.started,text_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_3.started,text_3.stopped,image_3.started,image_3.stopped,fix.started,fix.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,image.started,image.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,fix2experiment.started,fix2experiment.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,dispStimuli.started,dispStimuli.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,breakMessage.started,breakMessage.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,41.5,38.0,74.79254706099891,None,74.79254706099891,None,74.79254706099891,None,110.5266177989979,None,space,4.195697971998015,110.5266177989979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.74346507099835,None,space,1.5389924560004147,114.74346507099835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.31014396499813,None,space,1.3243197470001178,116.31014396499813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.66028184899915,None,space,0.8062614509981358,117.66028184899915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.4934906769995,None,space,0.950300595999579,119.46021761699376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.44354478699825,None,space,5.999343185998441,120.44354478699825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.460432793996,None,space,4.463476694996643,127.443661968995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
Practice arrays/exp1a_trial_8_colour2_distractors19_r.png,r,j,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.460432793996,None,126.460432793996,None,131.9437915649978,None,space,3.7715431280012126,131.9437915649978,None,135.80869581699517,None,j,1,0.762640865999856,135.80869581699517,None,136.59196992599755,None,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
Practice arrays/exp1a_trial_30_colour0_distractors0_r.png,r,j,,,,,0,1,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.59400438199373,None,space,0.6814405469995108,137.59400438199373,None,138.3443172529951,None,f,0,0.411152155000309,138.3443172529951,None,138.77485533999425,None,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
Practice arrays/exp1a_trial_17_colour1_distractors9_l.png,l,f,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.77746106099949,None,space,0.6660687409967068,139.77746106099949,None,140.5108374939955,None,f,1,0.47671876800450264,140.5108374939955,None,141.0086775299933,None,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2021_Oct_07_0946,searchDisc4,2021.2.3,59.48143962197479,
