X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImageFile,targ_side,correctAnswer,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,exp,trial,colour,distNo,key_resp.rt
19.7,19.9,space,17.8047,space,3.589765,space,1.163055,space,0.933875,space,7.20305,space,13.975375,space,3.907925,space,6.60881,2,1,1.667655,0,0,0,1,1,Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.79827,1,1,0.70491,0,1,1,17,1,Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.416955,2,1,0.55843,0,2,2,18,1,Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.364535,1,1,0.771415,0,3,3,9,1,Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.49526,1,1,0.635165,0,4,4,11,1,Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.68087,2,1,0.46196,0,5,5,0,1,Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.354405,2,1,0.50023,0,6,6,7,1,Practice arrays/exp1a_trial_13_colour3_distractors4_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.38468,2,1,0.988865,0,7,7,5,1,Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.320315,1,1,0.537635,0,8,8,19,1,Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.680805,2,1,1.346815,0,9,9,3,1,Practice arrays/exp1a_trial_7_colour2_distractors4_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.392135,2,1,0.63481,0,10,10,2,1,Practice arrays/exp1a_trial_5_colour1_distractors43_r.png,r,2,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.3377,1,1,0.51714,0,11,11,14,1,Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.33359,1,1,0.66688,0,12,12,15,1,Practice arrays/exp1a_trial_32_colour3_distractors9_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.314065,1,1,0.61954,0,13,13,16,1,Practice arrays/exp1a_trial_33_colour3_distractors19_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.307235,1,1,0.70309,0,14,14,10,1,Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,003,001,2021-04-11_15h08.31.668,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
