X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImageFile,targ_side,correctAnswer,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,exp,trial,colour,distNo,key_resp.rt
12.9,13.1,space,31.90871,space,17.795125,space,6.677155,space,8.702325,space,11.119335,space,10.40088,space,4.1324,space,38.21027,2,1,3.86765,0,0,0,5,1,Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,1.07079,2,1,1.06469,0,1,1,18,1,Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.28411,1,1,1.940095,0,2,2,10,1,Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.186025,1,1,0.960965,0,3,3,19,1,Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.42066,1,1,1.818545,0,4,4,14,1,Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.45075,2,1,1.20463,0,5,5,8,1,Practice arrays/exp1a_trial_16_colour3_distractors31_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.190325,2,0,3.59783,0,6,6,17,1,Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.550675,2,1,1.73433,0,7,7,1,1,Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.42571,1,1,0.849305,0,8,8,11,1,Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.21865,2,1,0.72923,0,9,9,4,1,Practice arrays/exp1a_trial_8_colour2_distractors9_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.455345,2,1,0.86441,0,10,10,2,1,Practice arrays/exp1a_trial_5_colour1_distractors43_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.19964,1,1,0.909285,0,11,11,15,1,Practice arrays/exp1a_trial_32_colour3_distractors9_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.12348,2,1,0.88772,0,12,12,3,1,Practice arrays/exp1a_trial_7_colour2_distractors4_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.16995,2,1,1.43317,0,13,13,0,1,Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.215885,2,1,1.01361,0,14,14,6,1,Practice arrays/exp1a_trial_12_colour3_distractors1_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.2005,1,1,0.75994,0,15,15,9,1,Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.13573,2,1,0.72906,0,16,16,7,1,Practice arrays/exp1a_trial_13_colour3_distractors4_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.040205,1,1,0.89782,0,17,17,13,1,Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.001545,1,1,0.683555,0,18,18,12,1,Practice arrays/exp1a_trial_25_colour2_distractors4_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.174235,1,1,2.03305,0,19,19,16,1,Practice arrays/exp1a_trial_33_colour3_distractors19_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2c_trial_85_colour2_distractors19_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,space,5.817,space,0.87068,2,1,0.97321,,0,0,0,541,1,2c,85,2,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2a_trial_71_colour3_distractors19_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,1.30389,1,1,0.84886,,0,1,1,299,1,2a,71,3,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2b_trial_36_colour0_distractors0_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.487335,2,1,0.755665,,0,2,2,378,1,2b,36,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1a_trial_108_colour3_distractors9_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.415945,1,1,0.83246,,0,3,3,108,1,1a,108,3,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1b_trial_61_colour1_distractors43_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.373205,1,1,2.45766,,0,4,4,175,1,1b,61,1,43,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1a_trial_0_colour1_distractors1_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.397245,2,1,1.01659,,0,5,5,0,1,1a,0,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2c_trial_86_colour2_distractors31_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.333215,2,1,0.702445,,0,6,6,542,1,2c,86,2,31,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2a_trial_63_colour2_distractors4_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.301775,2,0,0.722935,,0,7,7,291,1,2a,63,2,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2b_trial_94_colour1_distractors1_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.884495,1,1,0.95978,,0,8,8,436,1,2b,94,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2b_trial_92_colour3_distractors31_r.png,r,2,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.40244,2,1,0.73579,,0,9,9,434,1,2b,92,3,31,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2c_trial_26_colour2_distractors9_l.png,l,1,015,001,2021-04-20_17h28.59.871,searchDisc4,2020.2.10,Win32,60,,,space,0.322525,1,1,0.6388,,0,10,10,482,1,2c,26,2,9,
