X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImageFile,targ_side,correctAnswer,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,exp,trial,colour,distNo,key_resp.rt
22.9,22.3,space,2.015295,space,2.16807,space,1.278145,space,1.300065,space,0.35717,space,6.769285,space,1.815195,space,1.52657,2,1,1.65534,0,0,0,6,1,Practice arrays/exp1a_trial_12_colour3_distractors1_r.png,r,2,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.731215,2,1,0.76482,0,1,1,8,1,Practice arrays/exp1a_trial_16_colour3_distractors31_r.png,r,2,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.348525,2,1,1.041185,0,2,2,5,1,Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.48825,1,1,0.909445,0,3,3,17,1,Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.558765,1,1,3.403425,0,4,4,13,1,Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,1.646415,1,1,0.91148,0,5,5,11,1,Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.19549,1,1,0.65527,0,6,6,16,1,Practice arrays/exp1a_trial_33_colour3_distractors19_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.336865,2,1,0.47279,0,7,7,1,1,Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.223415,1,1,0.735605,0,8,8,14,1,Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.182425,1,1,0.737065,0,9,9,10,1,Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.16623,2,1,0.502225,0,10,10,18,1,Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.423635,1,1,0.939325,0,11,11,9,1,Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.390495,1,1,0.62602,0,12,12,19,1,Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,030,001,2021-04-24_21h14.49.982,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
