X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImageFile,targ_side,correctAnswer,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,exp,trial,colour,distNo,key_resp.rt
21.9,22.5,space,2.65265,space,5.597675,space,2.952605,space,1.682955,space,3.05466,space,3.0996,space,0.636595,space,14.90587,2,1,0.70537,0,0,0,7,1,Practice arrays/exp1a_trial_13_colour3_distractors4_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.656955,2,0,0.50633,0,1,1,10,1,Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.472385,1,1,0.493415,0,2,2,19,1,Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.493885,1,1,0.49573,0,3,3,9,1,Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.55098,1,0,0.456465,0,4,4,0,1,Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.66753,2,1,0.555075,0,5,5,4,1,Practice arrays/exp1a_trial_8_colour2_distractors9_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.068635,2,1,0.558115,0,6,6,6,1,Practice arrays/exp1a_trial_12_colour3_distractors1_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.50371,2,1,0.495115,0,7,7,18,1,Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.524285,1,1,0.618925,0,8,8,14,1,Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.539645,2,1,0.79325,0,9,9,5,1,Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.50065,1,1,0.62501,0,10,10,17,1,Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.78626,2,1,0.688815,0,11,11,2,1,Practice arrays/exp1a_trial_5_colour1_distractors43_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.78702,2,0,0.537225,0,12,12,13,1,Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.386995,1,1,0.513475,0,13,13,16,1,Practice arrays/exp1a_trial_33_colour3_distractors19_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.750815,1,1,0.674185,0,14,14,12,1,Practice arrays/exp1a_trial_25_colour2_distractors4_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,1.04006,2,1,0.48991,0,15,15,1,1,Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.63922,1,1,0.58768,0,16,16,15,1,Practice arrays/exp1a_trial_32_colour3_distractors9_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.48275,2,1,0.469545,0,17,17,3,1,Practice arrays/exp1a_trial_7_colour2_distractors4_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.105885,2,1,0.590415,0,18,18,8,1,Practice arrays/exp1a_trial_16_colour3_distractors31_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.42745,1,1,0.68998,0,19,19,11,1,Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2b_trial_88_colour3_distractors1_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,space,1.24313,space,1.708615,1,0,0.71447,,0,0,0,430,1,2b,88,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2c_trial_71_colour3_distractors19_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.855715,1,1,0.59051,,0,1,1,527,1,2c,71,3,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1a_trial_42_colour1_distractors31_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.603075,2,1,0.57251,,0,2,2,42,1,1a,42,1,31,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1a_trial_97_colour1_distractors19_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,1.03919,1,1,0.6235,,0,3,3,97,1,1a,97,1,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2c_trial_11_colour2_distractors43_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.783075,2,1,0.940215,,0,4,4,467,1,2c,11,2,43,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2a_trial_70_colour3_distractors9_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.579465,1,1,0.54347,,0,5,5,298,1,2a,70,3,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1b_trial_70_colour3_distractors9_l.png,l,1,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.500335,1,1,0.757855,,0,6,6,184,1,1b,70,3,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1a_trial_91_colour3_distractors19_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.189955,2,1,0.545835,,0,7,7,91,1,1a,91,3,19,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2a_trial_17_colour3_distractors43_r.png,r,2,031,001,2021-04-26_14h05.49.255,searchDisc4,2020.2.10,Win32,60,,,space,0.357465,1,0,0.602515,,0,8,8,245,1,2a,17,3,43,
