X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,ImageFile,targ_side,correctAnswer,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,exp,trial,colour,distNo,key_resp.rt
20.1,20.2,space,10.163105,space,6.62625,space,5.26974,space,11.004785,space,9.78161,space,15.600635,space,7.210635,space,12.463245,1,1,1.40794,0,0,0,10,1,Practice arrays/exp1a_trial_20_colour1_distractors9_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,1.077335,2,0,0.63445,0,1,1,17,1,Practice arrays/exp1a_trial_35_colour3_distractors43_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.683005,2,1,0.610115,0,2,2,6,1,Practice arrays/exp1a_trial_12_colour3_distractors1_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.417875,2,1,1.0747,0,3,3,3,1,Practice arrays/exp1a_trial_7_colour2_distractors4_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.460115,2,1,0.506185,0,4,4,4,1,Practice arrays/exp1a_trial_8_colour2_distractors9_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.48606,1,1,0.578085,0,5,5,14,1,Practice arrays/exp1a_trial_29_colour2_distractors43_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.402065,2,1,0.61709,0,6,6,8,1,Practice arrays/exp1a_trial_16_colour3_distractors31_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.389095,1,1,0.55184,0,7,7,15,1,Practice arrays/exp1a_trial_32_colour3_distractors9_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.36734,1,1,0.74642,0,8,8,12,1,Practice arrays/exp1a_trial_25_colour2_distractors4_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.385585,2,1,0.58724,0,9,9,0,1,Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.441385,1,1,0.501715,0,10,10,16,1,Practice arrays/exp1a_trial_33_colour3_distractors19_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.336815,1,1,0.563285,0,11,11,9,1,Practice arrays/exp1a_trial_19_colour1_distractors4_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.384385,1,1,0.61737,0,12,12,19,1,Practice arrays/exp1a_trial_37_colour0_distractors0_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.334585,2,1,0.658855,0,13,13,5,1,Practice arrays/exp1a_trial_10_colour2_distractors31_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.35929,2,1,0.59583,0,14,14,1,1,Practice arrays/exp1a_trial_3_colour1_distractors19_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.30919,2,1,0.519195,0,15,15,7,1,Practice arrays/exp1a_trial_13_colour3_distractors4_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.350185,2,1,0.54482,0,16,16,2,1,Practice arrays/exp1a_trial_5_colour1_distractors43_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.31016,1,1,0.653735,0,17,17,13,1,Practice arrays/exp1a_trial_28_colour2_distractors31_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.385525,2,1,0.451645,0,18,18,18,1,Practice arrays/exp1a_trial_36_colour0_distractors0_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,space,0.327605,1,1,0.72423,0,19,19,11,1,Practice arrays/exp1a_trial_21_colour1_distractors19_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp1b_trial_102_colour2_distractors9_l.png,l,1,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,space,8.091355,space,1.23771,1,1,0.70343,,0,0,0,216,1,1b,102,2,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,images/exp2a_trial_9_colour2_distractors19_r.png,r,2,016,001,2021-04-20_18h36.40.126,searchDisc4,2020.2.10,Win32,60,,,space,0.728645,2,1,0.623465,,0,1,1,237,1,2a,9,2,19,
